City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
301,Kerema,-7.9631,145.7785,78.17,88,100,2.86,PG,overcast clouds,2022-06-13 16:37:22
302,Tuy Hoa,13.0833,109.3,79.43,86,76,7.09,VN,broken clouds,2022-06-13 16:37:22
303,Itoman,26.1247,127.6694,81.37,96,75,18.41,JP,light intensity shower rain,2022-06-13 16:37:22
304,Galbshtadt,53.2264,78.9845,72.12,45,48,8.48,RU,scattered clouds,2022-06-13 16:37:23
305,Cabo San Lucas,22.8909,-109.9124,92.61,53,40,4.61,MX,scattered clouds,2022-06-13 16:37:23
306,Werda,-25.2667,23.2833,62.83,30,6,8.5,BW,clear sky,2022-06-13 16:37:23
307,Karratha,-20.7377,116.8463,73.08,63,0,6.67,AU,light rain,2022-06-13 16:37:24
308,Pemangkat,1.1667,108.9667,76.78,88,100,6.4,ID,overcast clouds,2022-06-13 16:37:24
309,Bogovarovo,58.9785,47.0246,58.91,62,55,2.21,RU,broken clouds,2022-06-13 16:37:24
310,Kostolac,44.7149,21.1711,84.25,57,67,5.23,RS,broken clouds,2022-06-13 16:37:25
311,Abu Samrah,35.3029,37.1841,73.08,55,0,17.85,SY,clear sky,2022-06-13 16:37:25
312,Cooma,-36.2333,149.1333,26.37,100,100,4.61,AU,overcast clouds,2022-06-13 16:37:25
313,Pevek,69.7008,170.3133,33.08,79,54,1.61,RU,broken clouds,2022-06-13 16:37:26
314,Lethem,3.3803,-59.7968,84.54,66,56,2.24,GY,broken clouds,2022-06-13 16:37:26
315,Carbondale,37.7273,-89.2168,91.06,73,40,14.97,US,scattered clouds,2022-06-13 16:33:25
316,Lahaina,20.8783,-156.6825,76.8,85,9,9.28,US,clear sky,2022-06-13 16:37:01
317,Estreito,-5.7833,-43.25,85.23,61,1,2.15,BR,clear sky,2022-06-13 16:38:26
318,Longyearbyen,78.2186,15.6401,42.64,65,75,9.22,SJ,broken clouds,2022-06-13 16:33:47
319,Kazachinskoye,57.6953,93.2761,62.46,89,38,3.24,RU,scattered clouds,2022-06-13 16:38:27
320,Porbandar,21.6422,69.6093,84.99,74,7,9.06,IN,clear sky,2022-06-13 16:38:27
321,Kankon,15.0167,74.0167,78.6,79,78,5.01,IN,broken clouds,2022-06-13 16:38:27
322,Milkovo,54.7167,158.6167,46.47,82,100,1.12,RU,overcast clouds,2022-06-13 16:38:28
323,Broome,42.2506,-75.833,76.69,60,40,10.36,US,scattered clouds,2022-06-13 16:38:28
324,Lucea,18.451,-78.1736,87.66,67,100,19.08,JM,overcast clouds,2022-06-13 16:38:28
325,North Bend,43.4065,-124.2243,56.91,71,100,9.22,US,overcast clouds,2022-06-13 16:38:28
326,Sioux Lookout,50.1001,-91.917,64.47,63,100,9.22,CA,overcast clouds,2022-06-13 16:38:29
327,Krasnogorsk,55.8225,37.3181,73.06,83,0,4.47,RU,clear sky,2022-06-13 16:37:24
328,Catamarca,-28.4696,-65.7852,82.58,28,0,13.67,AR,clear sky,2022-06-13 16:38:29
329,Te Anau,-45.4167,167.7167,42.67,89,97,11.99,NZ,light rain,2022-06-13 16:38:29
330,Luanda,-8.8368,13.2343,73.49,81,22,12.64,AO,few clouds,2022-06-13 16:36:05
331,Kupang,-10.1667,123.5833,75.7,79,97,10.98,ID,overcast clouds,2022-06-13 16:38:30
332,Quang Ngai,15.1167,108.8,79.43,84,92,3.62,VN,overcast clouds,2022-06-13 16:38:30
333,San Pedro,14.35,121.0167,83.43,83,75,2.3,PH,broken clouds,2022-06-13 16:38:30
334,Koundara,12.4833,-13.3,94.46,43,99,0.81,GN,overcast clouds,2022-06-13 16:38:31
335,Kirakira,-10.4544,161.9205,79.52,84,100,8.05,SB,overcast clouds,2022-06-13 16:38:31
336,Nyurba,63.2842,118.3319,51.53,91,95,4.38,RU,overcast clouds,2022-06-13 16:38:31
337,Elat,29.5581,34.9482,94.84,26,0,13.8,IL,clear sky,2022-06-13 16:38:32
338,Mabai,23.0128,104.4508,60.58,98,100,4.32,CN,light rain,2022-06-13 16:38:32
339,Sechura,-5.5569,-80.8222,72.52,61,44,7.47,PE,scattered clouds,2022-06-13 16:38:32
340,Narsaq,60.9167,-46.05,48.42,46,3,4.03,GL,clear sky,2022-06-13 16:38:32
341,Wembley,-31.9333,115.8,58.35,91,75,3.44,AU,broken clouds,2022-06-13 16:38:33
342,Onguday,50.75,86.15,59.58,87,87,1.14,RU,heavy intensity rain,2022-06-13 16:38:33
343,Ayorou,14.7308,0.9174,104.25,21,36,5.66,NE,scattered clouds,2022-06-13 16:38:33
344,Ndele,8.4109,20.6473,75.13,79,94,4.41,CF,overcast clouds,2022-06-13 16:38:34
345,Sinnamary,5.3833,-52.95,82.17,79,73,6.91,GF,broken clouds,2022-06-13 16:38:34
346,Nemuro,43.3236,145.575,46.54,88,70,9.08,JP,broken clouds,2022-06-13 16:38:34
347,Turukhansk,65.8167,87.9833,59.07,88,85,8.23,RU,overcast clouds,2022-06-13 16:38:35
348,Cartagena,10.3997,-75.5144,87.42,66,40,4.61,CO,scattered clouds,2022-06-13 16:38:20
349,Pochutla,15.7432,-96.4661,77.83,76,99,2.28,MX,overcast clouds,2022-06-13 16:38:35
350,La Roche-En-Ardenne,50.1836,5.5755,68.61,59,83,7.09,BE,broken clouds,2022-06-13 16:38:35
351,Batagay-Alyta,67.8006,130.4114,51.33,76,99,3.83,RU,light rain,2022-06-13 16:38:35
352,La Macarena,2.1837,-73.7849,69.73,83,100,4.05,CO,overcast clouds,2022-06-13 16:38:36
353,Belyy Yar,53.6039,91.3903,69.69,76,0,4.47,RU,clear sky,2022-06-13 16:38:36
354,Ghanzi,-21.5667,21.7833,60.89,36,0,7.58,BW,clear sky,2022-06-13 16:38:36
355,Mecca,21.4267,39.8261,93.88,29,3,10.13,SA,clear sky,2022-06-13 16:38:37
356,Hay River,60.8156,-115.7999,67.96,48,40,2.3,CA,scattered clouds,2022-06-13 16:38:37
357,Conceicao Do Araguaia,-8.2578,-49.2647,90.54,45,44,3.91,BR,scattered clouds,2022-06-13 16:38:37
358,Plettenberg Bay,-34.0527,23.3716,68.14,43,100,5.95,ZA,overcast clouds,2022-06-13 16:38:37
359,Xuddur,4.1213,43.8894,78.93,56,73,17.18,SO,broken clouds,2022-06-13 16:38:38
360,Cap Malheureux,-19.9842,57.6142,74.46,67,39,10.0,MU,scattered clouds,2022-06-13 16:38:38
361,Grindavik,63.8424,-22.4338,53.55,100,100,24.16,IS,mist,2022-06-13 16:38:38
362,Tilichiki,60.4667,166.1,41.52,78,65,4.97,RU,broken clouds,2022-06-13 16:38:39
363,Kasongo-Lunda,-6.4667,16.8167,78.17,39,100,1.77,CD,overcast clouds,2022-06-13 16:39:39
364,Bubaque,11.2833,-15.8333,80.13,82,19,14.14,GW,few clouds,2022-06-13 16:39:39
365,Vila,42.0304,-8.1588,83.7,55,37,6.13,PT,scattered clouds,2022-06-13 16:39:40
366,Peleduy,59.6289,112.7406,51.8,65,56,2.53,RU,broken clouds,2022-06-13 16:39:40
367,Kawalu,-7.3817,108.2082,72.68,96,100,1.41,ID,light rain,2022-06-13 16:39:40
368,Tanhacu,-14.0214,-41.2481,91.2,31,11,7.34,BR,few clouds,2022-06-13 16:39:40
369,Arbuzynka,47.9097,31.3196,75.6,48,2,7.43,UA,clear sky,2022-06-13 16:39:41
370,Joshimath,30.5667,79.5667,71.06,55,52,1.95,IN,broken clouds,2022-06-13 16:39:41
371,Jaru,-10.4389,-62.4664,80.4,52,57,4.56,BR,broken clouds,2022-06-13 16:39:41
372,Flinders,-34.5833,150.8552,46.06,80,0,1.01,AU,clear sky,2022-06-13 16:39:42
373,Kizukuri,40.8061,140.3861,55.11,90,3,6.38,JP,clear sky,2022-06-13 16:39:15
374,Mtambile,-5.3833,39.7,78.15,76,13,16.04,TZ,few clouds,2022-06-13 16:39:42
375,Cidreira,-30.1811,-50.2056,59.58,73,68,8.9,BR,broken clouds,2022-06-13 16:39:42
376,Pacifica,37.6138,-122.4869,69.64,68,20,16.11,US,few clouds,2022-06-13 16:34:53
377,Trinidad,-14.8333,-64.9,73.38,33,0,6.91,BO,clear sky,2022-06-13 16:39:43
378,Coahuayana,18.7333,-103.6833,91.36,44,81,4.14,MX,broken clouds,2022-06-13 16:39:43
379,Schattdorf,46.8655,8.6547,75.24,81,66,4.65,CH,broken clouds,2022-06-13 16:39:43
380,Blythe,33.6103,-114.5964,95.04,21,0,9.22,US,clear sky,2022-06-13 16:39:44
381,Alofi,-19.0595,-169.9187,73.29,94,40,3.44,NU,scattered clouds,2022-06-13 16:39:44
382,Talara,-4.5772,-81.2719,68.76,77,100,18.41,PE,overcast clouds,2022-06-13 16:39:44
383,Kieta,-6.2167,155.6333,78.01,82,38,4.97,PG,scattered clouds,2022-06-13 16:39:44
384,Samarai,-10.6167,150.6667,81.57,75,70,12.95,PG,broken clouds,2022-06-13 16:39:45
385,Kumylzhenskaya,49.8809,42.5898,71.17,56,31,8.21,RU,scattered clouds,2022-06-13 16:39:45
386,Vysokogornyy,50.1167,139.15,53.49,90,83,2.44,RU,broken clouds,2022-06-13 16:39:45
387,Bhor,18.1667,73.85,75.25,80,18,7.81,IN,few clouds,2022-06-13 16:39:46
388,Havre-Saint-Pierre,50.2334,-63.5986,64.76,52,40,14.97,CA,scattered clouds,2022-06-13 16:39:46
389,Abha,18.2164,42.5053,77.25,41,0,10.36,SA,clear sky,2022-06-13 16:39:46
390,Carutapera,-1.195,-46.02,86.11,61,13,7.92,BR,few clouds,2022-06-13 16:39:46
391,Buritizeiro,-17.3511,-44.9622,87.31,23,90,4.79,BR,overcast clouds,2022-06-13 16:39:47
392,Leningradskiy,69.3833,178.4167,32.77,87,100,8.61,RU,overcast clouds,2022-06-13 16:39:47
393,Cabo Rojo,18.0866,-67.1457,90.05,68,16,5.01,PR,few clouds,2022-06-13 16:39:47
394,Bathsheba,13.2167,-59.5167,88.41,66,40,19.57,BB,scattered clouds,2022-06-13 16:39:48
395,Doka,13.5167,35.7667,82.69,50,100,18.9,SD,overcast clouds,2022-06-13 16:39:48
396,Belmonte,-15.8631,-38.8828,79.07,70,32,9.93,BR,scattered clouds,2022-06-13 16:39:48
397,Roswell,34.0232,-84.3616,92.57,67,75,9.22,US,broken clouds,2022-06-13 16:39:48
398,Glendive,47.1053,-104.7125,67.75,83,75,5.75,US,broken clouds,2022-06-13 16:39:49
399,Rosarito,32.3333,-117.0333,70.41,76,45,9.73,MX,scattered clouds,2022-06-13 16:39:49
400,Savalou,7.9281,1.9756,88.92,53,57,4.76,BJ,broken clouds,2022-06-13 16:39:49
401,Urumqi,43.801,87.6005,85.15,29,0,6.71,CN,clear sky,2022-06-13 16:39:50
402,Dungarvan,52.0881,-7.6253,59.56,71,83,3.0,IE,broken clouds,2022-06-13 16:39:50
403,Jackson,42.4165,-122.8345,54.16,67,75,5.75,US,broken clouds,2022-06-13 16:39:50
404,Solton,52.8429,86.4787,62.4,91,75,3.47,RU,broken clouds,2022-06-13 16:39:51
405,Havelock,34.8791,-76.9013,91.35,80,17,5.01,US,few clouds,2022-06-13 16:39:51
406,Oussouye,12.485,-16.5469,93.38,61,45,13.8,SN,scattered clouds,2022-06-13 16:39:51
407,Daman,20.4167,72.85,83.41,78,20,14.32,IN,few clouds,2022-06-13 16:39:52
408,Yumen,40.2833,97.2,70.48,9,0,12.21,CN,clear sky,2022-06-13 16:39:52
409,Kyabe,9.4515,18.9449,78.58,69,100,4.79,TD,overcast clouds,2022-06-13 16:39:52
410,Belaya Gora,68.5333,146.4167,56.34,49,42,15.21,RU,scattered clouds,2022-06-13 16:39:52
411,Beringovskiy,63.05,179.3167,38.84,91,79,3.11,RU,broken clouds,2022-06-13 16:40:53
412,Chuy,-33.6971,-53.4616,60.87,66,3,4.76,UY,clear sky,2022-06-13 16:40:53
413,Bethel,41.3712,-73.414,84.15,62,0,6.91,US,clear sky,2022-06-13 16:40:53
414,Natchitoches,31.7668,-93.1335,90.45,39,0,9.1,US,clear sky,2022-06-13 16:40:54
415,Mayumba,-3.432,10.6554,76.12,81,38,7.29,GA,scattered clouds,2022-06-13 16:40:54
416,Yarada,17.65,83.2667,84.52,70,20,5.75,IN,haze,2022-06-13 16:40:54
417,Hindupur,13.8289,77.4933,80.96,62,100,13.98,IN,overcast clouds,2022-06-13 16:40:55
418,Marang,5.2056,103.2059,78.71,80,94,4.61,MY,overcast clouds,2022-06-13 16:37:30
419,Mudhol,16.35,75.2833,79.48,65,95,13.85,IN,overcast clouds,2022-06-13 16:40:55
420,Athabasca,54.7169,-113.2854,64.81,54,99,8.48,CA,overcast clouds,2022-06-13 16:37:10
421,Kloulklubed,7.0419,134.2556,75.7,75,100,14.32,PW,overcast clouds,2022-06-13 16:40:55
422,Sudak,44.85,34.9667,75.13,59,31,9.19,UA,scattered clouds,2022-06-13 16:40:56
423,Asau,46.4333,26.4,76.28,80,24,1.61,RO,few clouds,2022-06-13 16:40:56
424,Clyde River,70.4692,-68.5914,35.83,80,100,4.61,CA,overcast clouds,2022-06-13 16:40:56
425,Beinamar,8.6698,15.3813,76.93,74,100,1.66,TD,overcast clouds,2022-06-13 16:40:57
426,Saint George,37.1041,-113.5841,87.64,26,20,11.01,US,few clouds,2022-06-13 16:40:57
427,Roma,43.2128,-75.4557,73.72,57,20,10.36,US,few clouds,2022-06-13 16:39:14
428,Anqing,30.5092,117.0506,71.76,89,100,4.61,CN,overcast clouds,2022-06-13 16:38:17
429,Richards Bay,-28.783,32.0377,67.78,43,7,10.76,ZA,clear sky,2022-06-13 16:40:57
430,Jalu,29.0331,21.5482,87.96,27,1,14.94,LY,clear sky,2022-06-13 16:40:58
431,Klamath Falls,42.2249,-121.7817,47.86,72,75,9.22,US,broken clouds,2022-06-13 16:38:38
432,Rochester,43.1548,-77.6156,74.12,58,40,4.61,US,scattered clouds,2022-06-13 16:40:16
433,Wewak,-3.5534,143.6268,79.86,83,11,8.43,PG,few clouds,2022-06-13 16:40:58
434,Banamba,13.55,-7.45,99.52,24,63,11.27,ML,broken clouds,2022-06-13 16:40:59
435,Clearwater,27.9659,-82.8001,91.17,69,40,10.36,US,scattered clouds,2022-06-13 16:36:27
436,Mananjary,-21.2167,48.3333,68.23,81,38,3.83,MG,scattered clouds,2022-06-13 16:40:59
437,Soroti,1.7146,33.6111,73.36,57,73,4.56,UG,broken clouds,2022-06-13 16:40:59
438,Saint-Georges,12.0564,-61.7485,80.28,83,75,27.63,GD,broken clouds,2022-06-13 16:41:00
439,Sistranda,63.7256,8.834,51.76,92,100,23.51,NO,overcast clouds,2022-06-13 16:41:00
440,Matai,-8.3,31.5167,58.77,66,78,1.19,TZ,broken clouds,2022-06-13 16:41:00
441,Finnsnes,69.2296,17.9811,57.81,77,100,4.97,NO,overcast clouds,2022-06-13 16:41:01
442,Bani Walid,31.7566,13.9942,85.53,23,0,16.84,LY,clear sky,2022-06-13 16:41:01
443,Oneonta,42.4529,-75.0638,78.3,69,73,9.19,US,broken clouds,2022-06-13 16:38:48
444,Hanna,51.6334,-111.9018,58.86,78,90,5.01,CA,overcast clouds,2022-06-13 16:39:58
445,Berlevag,70.8578,29.0864,44.6,81,75,16.11,NO,broken clouds,2022-06-13 16:41:01
446,Sorland,67.667,12.6934,49.86,94,100,21.16,NO,light rain,2022-06-13 16:41:02
447,Ust-Kuyga,70.0167,135.6,61.72,51,25,6.24,RU,scattered clouds,2022-06-13 16:41:02
448,Rafaela,-31.2503,-61.4867,66.97,21,1,4.0,AR,clear sky,2022-06-13 16:41:02
449,Zhanaozen,43.3,52.8,82.53,29,98,1.83,KZ,overcast clouds,2022-06-13 16:41:03
450,Sakaiminato,35.55,133.2333,66.18,88,75,14.97,JP,light rain,2022-06-13 16:41:03
451,Olafsvik,64.8945,-23.7142,49.93,95,100,17.56,IS,light rain,2022-06-13 16:41:03
452,Sao Joao Da Barra,-21.6403,-41.0511,75.29,51,100,15.08,BR,overcast clouds,2022-06-13 16:37:02
453,Genhe,50.7833,121.5167,52.77,98,88,1.72,CN,overcast clouds,2022-06-13 16:41:03
454,Mount Isa,-20.7333,139.5,44.37,61,32,1.14,AU,scattered clouds,2022-06-13 16:41:04
455,Markala,13.7021,-6.0659,100.47,24,6,8.5,ML,clear sky,2022-06-13 16:41:04
456,Oudtshoorn,-33.5907,22.2014,59.36,38,100,11.25,ZA,overcast clouds,2022-06-13 16:42:04
457,Ponta Do Sol,32.6667,-17.1,75.7,60,36,4.41,PT,scattered clouds,2022-06-13 16:42:05
458,Dongsheng,39.8161,109.9776,61.92,24,30,6.89,CN,scattered clouds,2022-06-13 16:42:05
459,Oranjestad,12.524,-70.027,85.95,66,40,26.46,AW,scattered clouds,2022-06-13 16:42:05
460,Xining,36.6167,101.7667,54.88,39,0,0.13,CN,clear sky,2022-06-13 16:42:06
461,Acari,-15.4311,-74.6158,75.18,48,30,7.34,PE,scattered clouds,2022-06-13 16:42:06
462,Tulancingo,20.0833,-98.3667,71.65,44,18,8.05,MX,few clouds,2022-06-13 16:38:31
463,Acajutla,13.5928,-89.8275,82.54,76,37,6.33,SV,scattered clouds,2022-06-13 16:42:06
464,Basco,20.4487,121.9702,85.01,74,100,10.31,PH,overcast clouds,2022-06-13 16:42:07
465,Nador,35.174,-2.9287,80.67,73,20,4.61,MA,few clouds,2022-06-13 16:42:07
466,Erdemli,36.605,34.3084,75.42,80,26,11.81,TR,scattered clouds,2022-06-13 16:42:07
467,Djambala,-2.5447,14.7533,78.48,52,100,3.67,CG,overcast clouds,2022-06-13 16:42:07
468,Koratla,18.8167,78.7167,86.74,56,92,2.42,IN,overcast clouds,2022-06-13 16:42:08
469,Deulgaon Raja,20.0167,76.0333,85.03,56,99,11.48,IN,overcast clouds,2022-06-13 16:42:08
470,Central Point,42.376,-122.9164,54.3,68,75,5.75,US,broken clouds,2022-06-13 16:42:09
471,Kuopio,62.8924,27.677,64.35,72,0,6.91,FI,clear sky,2022-06-13 16:42:09
472,Shirokiy,49.758,129.523,61.74,87,100,4.43,RU,overcast clouds,2022-06-13 16:42:09
473,Hasaki,35.7333,140.8333,63.0,73,100,13.73,JP,overcast clouds,2022-06-13 16:42:10
474,Sabha,27.0377,14.4283,91.98,18,0,9.17,LY,clear sky,2022-06-13 16:37:49
475,High Level,58.5169,-117.136,64.51,55,40,4.61,CA,scattered clouds,2022-06-13 16:42:10
476,Cocotitlan,19.2333,-98.8667,70.2,39,71,1.59,MX,broken clouds,2022-06-13 16:42:10
477,Irricana,51.3237,-113.6048,58.37,70,100,13.42,CA,overcast clouds,2022-06-13 16:42:11
478,Warmbad,-28.45,18.7333,62.37,29,100,8.21,NA,overcast clouds,2022-06-13 16:42:11
479,Petatlan,17.5167,-101.2667,89.47,54,73,5.17,MX,broken clouds,2022-06-13 16:42:12
480,Shaki,41.0833,47.1667,70.34,61,92,5.19,AZ,overcast clouds,2022-06-13 16:42:13
481,Tocopilla,-22.092,-70.1979,65.57,67,11,5.26,CL,few clouds,2022-06-13 16:42:14
482,Ayan,56.45,138.1667,41.65,97,100,5.73,RU,overcast clouds,2022-06-13 16:42:14
483,Byron Bay,-28.65,153.6167,51.94,88,68,6.2,AU,broken clouds,2022-06-13 16:41:34
484,Sale,34.0389,-6.8166,84.63,78,40,12.66,MA,scattered clouds,2022-06-13 16:42:15
485,Itaobim,-16.5667,-41.8333,91.02,32,50,2.3,BR,scattered clouds,2022-06-13 16:42:15
486,Makakilo City,21.3469,-158.0858,77.32,73,75,11.5,US,broken clouds,2022-06-13 16:42:15
487,Shingu,33.7333,135.9833,64.81,96,100,7.36,JP,light rain,2022-06-13 16:39:14
488,Kismayo,-0.3582,42.5454,78.31,79,20,15.28,SO,few clouds,2022-06-13 16:42:16
489,Nouakchott,18.0858,-15.9785,78.73,80,25,15.57,MR,scattered clouds,2022-06-13 16:42:16
490,Mae Sot,16.7167,98.5667,77.41,98,100,1.63,TH,overcast clouds,2022-06-13 16:42:16
491,Shenandoah,30.4013,-91.0009,93.15,62,16,1.99,US,few clouds,2022-06-13 16:42:17
492,Sakakah,29.9697,40.2064,94.57,22,0,8.16,SA,clear sky,2022-06-13 16:42:17
493,Ismailia,30.6043,32.2723,84.27,45,0,10.36,EG,clear sky,2022-06-13 16:42:17
494,Usinsk,65.9939,57.5281,56.23,37,27,6.67,RU,scattered clouds,2022-06-13 16:42:17
495,Urk,52.6625,5.6014,64.96,61,17,12.88,NL,few clouds,2022-06-13 16:43:18
496,Bolshaya Izhora,59.938,29.5772,66.31,86,75,6.69,RU,broken clouds,2022-06-13 16:43:18
497,Tongliao,43.6125,122.2653,62.28,85,100,13.53,CN,overcast clouds,2022-06-13 16:43:18
498,Maumere,-8.6199,122.2111,77.85,81,100,7.94,ID,overcast clouds,2022-06-13 16:43:19
499,Kedrovyy,56.1667,91.8167,59.41,88,68,5.3,RU,broken clouds,2022-06-13 16:43:20
500,Rudnogorsk,57.2639,103.7519,56.08,95,96,2.89,RU,overcast clouds,2022-06-13 16:43:21
501,Yarmouth,41.7057,-70.2286,81.61,80,75,5.75,US,broken clouds,2022-06-13 16:43:22
502,Cascais,38.6979,-9.4215,87.62,61,0,10.36,PT,clear sky,2022-06-13 16:43:22
503,Zelenoborskiy,66.845,32.3622,58.77,67,87,3.29,RU,overcast clouds,2022-06-13 16:43:22
504,Half Moon Bay,37.4636,-122.4286,70.83,59,0,16.11,US,clear sky,2022-06-13 16:43:23
505,Ushtobe,45.2514,77.9838,70.72,78,100,13.27,KZ,moderate rain,2022-06-13 16:43:23
506,Raton,36.9034,-104.4391,87.06,20,0,16.11,US,clear sky,2022-06-13 16:42:22
507,Fairbanks,64.8378,-147.7164,62.22,68,75,4.61,US,haze,2022-06-13 16:43:23
508,Gambela,8.25,34.5833,71.6,95,54,2.66,ET,moderate rain,2022-06-13 16:43:24
509,Chivay,-15.6383,-71.6011,55.81,10,4,1.77,PE,clear sky,2022-06-13 16:43:24
510,Tura,25.5198,90.2201,75.0,96,96,7.02,IN,overcast clouds,2022-06-13 16:43:24
511,The Valley,18.217,-63.0578,87.66,66,40,18.41,AI,scattered clouds,2022-06-13 16:43:24
512,Igarka,67.4667,86.5833,59.36,81,98,7.52,RU,light rain,2022-06-13 16:43:25
513,Fort Nelson,58.8053,-122.7002,58.59,41,40,4.61,CA,scattered clouds,2022-06-13 16:43:07
514,San Francisco,37.7749,-122.4194,69.87,64,20,16.11,US,few clouds,2022-06-13 16:38:37
515,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,93,0,2.24,RU,clear sky,2022-06-13 16:43:25
516,Adolfo Lopez Mateos,28.4667,-107.3,83.93,26,46,7.72,MX,scattered clouds,2022-06-13 16:43:26
517,Salinopolis,-0.6136,-47.3561,84.54,66,7,11.48,BR,clear sky,2022-06-13 16:43:26
518,Northport,33.229,-87.5772,96.13,59,20,4.61,US,few clouds,2022-06-13 16:42:03
519,Athens,37.9795,23.7162,86.23,37,20,13.8,GR,few clouds,2022-06-13 16:41:39
520,Juneau,58.3019,-134.4197,50.85,96,100,3.44,US,moderate rain,2022-06-13 16:43:27
521,Noumea,-22.2763,166.4572,73.99,99,100,8.66,NC,overcast clouds,2022-06-13 16:40:53
522,Raichur,16.2,77.3667,85.96,50,100,19.17,IN,overcast clouds,2022-06-13 16:43:27
523,Aksu,41.1231,80.2644,85.62,10,66,9.62,CN,broken clouds,2022-06-13 16:43:27
524,Luoyang,34.6836,112.4536,76.46,35,20,5.32,CN,few clouds,2022-06-13 16:43:27
525,Harper,4.375,-7.7169,80.85,64,88,7.36,LR,overcast clouds,2022-06-13 16:43:28
526,Tshane,-24.0196,21.8684,62.85,29,3,8.3,BW,clear sky,2022-06-13 16:43:28
527,Chapais,49.7834,-74.8492,60.58,71,91,6.15,CA,overcast clouds,2022-06-13 16:43:28
528,Bafq,31.6128,55.4107,98.33,10,67,5.61,IR,broken clouds,2022-06-13 16:43:29
529,Suraabad,40.8192,49.4687,70.29,79,100,14.34,AZ,light rain,2022-06-13 16:43:29
530,Eureka,40.8021,-124.1637,60.21,69,15,8.99,US,few clouds,2022-06-13 16:43:29
531,Airai,-8.9266,125.4092,57.97,93,83,3.31,TL,broken clouds,2022-06-13 16:43:30
532,Anloga,5.7947,0.8973,80.46,76,100,15.41,GH,overcast clouds,2022-06-13 16:43:30
533,Greenville,35.6127,-77.3663,92.14,65,0,4.61,US,clear sky,2022-06-13 16:41:21
534,Flagstaff,35.1981,-111.6513,82.09,17,0,20.71,US,clear sky,2022-06-13 16:43:25
535,Inhambane,-23.865,35.3833,69.26,79,0,8.48,MZ,clear sky,2022-06-13 16:43:30
536,Camacha,33.0833,-16.3333,67.42,64,75,6.91,PT,broken clouds,2022-06-13 16:43:31
537,Gat,31.61,34.7642,77.81,100,0,8.55,IL,clear sky,2022-06-13 16:43:31
538,Olinda,-8.0089,-34.8553,82.13,65,40,8.05,BR,scattered clouds,2022-06-13 16:44:31
539,Andenes,69.3143,16.1194,48.18,87,75,10.36,NO,broken clouds,2022-06-13 16:44:32
540,Erzin,36.9559,36.2,70.05,89,74,6.8,TR,broken clouds,2022-06-13 16:44:32
541,Honningsvag,70.9821,25.9704,42.55,87,100,11.5,NO,overcast clouds,2022-06-13 16:44:32
542,Athni,16.7333,75.0667,78.71,66,92,14.41,IN,overcast clouds,2022-06-13 16:44:33
543,Mollendo,-17.0231,-72.0147,65.89,69,47,9.17,PE,scattered clouds,2022-06-13 16:44:33
544,Murray Bridge,-35.1167,139.2667,52.34,79,40,8.55,AU,scattered clouds,2022-06-13 16:44:33
545,General Roca,-39.0333,-67.5833,61.3,19,100,4.09,AR,overcast clouds,2022-06-13 16:44:33
546,Victor Harbor,-35.5667,138.6167,52.68,69,57,10.92,AU,broken clouds,2022-06-13 16:44:34
547,Tanabe,33.7333,135.3667,65.93,83,100,1.99,JP,light rain,2022-06-13 16:44:34
548,Winnemucca,40.973,-117.7357,51.85,54,0,12.66,US,clear sky,2022-06-13 16:41:24
549,Los Llanos De Aridane,28.6585,-17.9182,72.12,75,75,5.99,ES,broken clouds,2022-06-13 16:44:34
550,Port Macquarie,-31.4333,152.9167,42.89,87,7,4.05,AU,clear sky,2022-06-13 16:44:35
551,Mlonggo,-6.5333,110.7,77.85,83,100,3.98,ID,overcast clouds,2022-06-13 16:44:35
552,Mabaruma,8.2,-59.7833,81.91,74,100,1.32,GY,overcast clouds,2022-06-13 16:44:35
553,Imphal,24.8167,93.95,70.39,96,84,0.31,IN,broken clouds,2022-06-13 16:44:36
554,Weston,26.1004,-80.3998,93.02,66,75,8.05,US,broken clouds,2022-06-13 16:44:36
555,Gaziantep,37.0594,37.3825,71.53,53,0,14.97,TR,clear sky,2022-06-13 16:44:36
556,Oxilithos,38.5833,24.1167,74.52,60,10,9.6,GR,clear sky,2022-06-13 16:44:37
557,Marquette,46.5333,-87.6335,54.84,89,100,5.99,US,moderate rain,2022-06-13 16:44:37
558,Longonjo,-12.9067,15.2533,64.85,32,9,4.09,AO,clear sky,2022-06-13 16:44:37
559,Papara,-3.9839,-38.7273,84.6,61,48,6.87,BR,scattered clouds,2022-06-13 16:44:37
560,Liuzhou,24.3126,109.3892,72.05,96,100,3.56,CN,overcast clouds,2022-06-13 16:44:38
561,Paranhos,-23.8928,-55.4311,62.96,40,0,3.47,BR,clear sky,2022-06-13 16:44:38
562,Baley,51.6,116.6333,49.96,86,53,1.74,RU,broken clouds,2022-06-13 16:44:38
563,Yuanping,38.7153,112.7575,59.14,56,3,3.22,CN,clear sky,2022-06-13 16:44:39
564,Maxixe,-23.8597,35.3472,68.11,81,0,7.47,MZ,clear sky,2022-06-13 16:44:39
565,Baykit,61.67,96.37,56.5,91,90,1.19,RU,moderate rain,2022-06-13 16:44:39
