City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Karasjok,NO,2022-06-08 20:29:25,69.4719,25.5112,44.76,56,36,12.35
296,Georgetown,MY,2022-06-08 20:24:28,5.4112,100.3354,80.53,93,20,4.61
297,Mulanje,MW,2022-06-08 20:29:25,-16.0316,35.5,59.41,99,100,3.58
298,Gizo,SB,2022-06-08 20:29:25,-8.103,156.8419,81.03,76,100,5.7
299,Coihaique,CL,2022-06-08 20:29:26,-45.5752,-72.0662,42.75,70,75,10.36
300,Muisne,EC,2022-06-08 20:29:26,0.6,-80.0333,77.14,78,100,12.24
301,Sur,OM,2022-06-08 20:29:26,22.5667,59.5289,86.38,66,0,14.45
302,Alofi,NU,2022-06-08 20:29:27,-19.0595,-169.9187,75.09,78,20,9.22
303,Kavaratti,IN,2022-06-08 20:29:27,10.5669,72.642,82.85,75,34,14.52
304,Katsuura,JP,2022-06-08 20:29:27,35.1333,140.3,63.54,91,97,9.82
305,China,MX,2022-06-08 20:29:27,25.7,-99.2333,102.97,19,3,18.12
306,Bonthe,SL,2022-06-08 20:29:28,7.5264,-12.505,80.53,74,8,10.54
307,Capao Da Canoa,BR,2022-06-08 20:29:28,-29.7456,-50.0097,63.54,83,19,10.78
308,Kavieng,PG,2022-06-08 20:29:28,-2.5744,150.7967,80.89,65,5,8.97
309,Luoyang,CN,2022-06-08 20:29:29,34.6836,112.4536,77.5,37,100,8.16
310,Hamilton,US,2022-06-08 20:29:29,39.1834,-84.5333,80.64,83,20,8.05
311,Ranong,TH,2022-06-08 20:29:29,9.9658,98.6348,79.03,88,100,5.28
312,Dahanu,IN,2022-06-08 20:29:30,19.9667,72.7333,83.61,82,100,9.86
313,Saint-Augustin,CA,2022-06-08 20:29:30,51.226,-58.6502,58.6,36,100,15.12
314,Hami,CN,2022-06-08 20:29:30,42.8,93.45,72.03,12,0,8.57
315,Geraldton,AU,2022-06-08 20:29:30,-28.7667,114.6,61.21,88,100,11.5
316,Kieta,PG,2022-06-08 20:29:31,-6.2167,155.6333,76.98,84,97,3.47
317,Mount Gambier,AU,2022-06-08 20:29:31,-37.8333,140.7667,50.74,75,100,10.76
318,Vardo,NO,2022-06-08 20:29:31,70.3705,31.1107,49.98,62,0,2.3
319,Nishihara,JP,2022-06-08 20:29:32,26.1842,127.7558,72.68,88,0,2.3
320,Bayir,TR,2022-06-08 20:29:32,37.2687,28.2167,64.92,59,0,3.29
321,Torrevieja,ES,2022-06-08 20:29:32,37.9787,-0.6822,84.6,63,100,1.01
322,Rundu,NA,2022-06-08 20:29:33,-17.9333,19.7667,52.23,36,0,6.64
323,Surazh,RU,2022-06-08 20:29:33,53.0175,32.3918,62.89,79,65,4.99
324,Tilichiki,RU,2022-06-08 20:29:33,60.4667,166.1,44.49,78,92,2.89
325,Ahipara,NZ,2022-06-08 20:30:33,-35.1667,173.1667,60.4,83,100,11.95
326,Christchurch,NZ,2022-06-08 20:28:08,-43.5333,172.6333,49.32,74,100,10.36
327,Port Keats,AU,2022-06-08 20:30:34,-14.25,129.55,71.04,45,98,13.09
328,Koyelga,RU,2022-06-08 20:30:34,54.6522,60.9049,50.83,89,100,12.57
329,Marfino,RU,2022-06-08 20:30:34,55.7028,37.3822,61.05,44,0,0.0
330,Tingambato,MX,2022-06-08 20:30:35,19.5,-101.8667,71.53,56,37,8.01
331,Zabol,AF,2022-06-08 20:30:35,32.25,67.25,70.61,11,0,9.4
332,Carmen De Carupa,CO,2022-06-08 20:30:35,5.3486,-73.9017,52.63,90,99,0.54
333,Hirado,JP,2022-06-08 20:30:36,33.3597,129.5531,60.39,82,100,16.26
334,Broken Hill,AU,2022-06-08 20:30:36,-31.95,141.4333,43.5,73,3,7.72
335,Souillac,MU,2022-06-08 20:30:36,-20.5167,57.5167,71.98,83,40,3.44
336,Port Hedland,AU,2022-06-08 20:30:37,-20.3167,118.5667,69.85,56,100,8.05
337,Ayan,RU,2022-06-08 20:30:37,56.45,138.1667,41.31,96,91,10.04
338,Sao Jose Da Coroa Grande,BR,2022-06-08 20:30:37,-8.8978,-35.1478,76.96,81,39,6.8
339,Morondava,MG,2022-06-08 20:30:38,-20.2833,44.2833,71.82,67,0,7.49
340,Nanning,CN,2022-06-08 20:30:38,22.8167,108.3167,77.45,95,100,3.15
341,Almaznyy,RU,2022-06-08 20:30:38,48.0448,40.045,59.68,71,17,7.63
342,Lages,BR,2022-06-08 20:30:39,-27.8161,-50.3261,53.85,95,63,3.02
343,Rawson,AR,2022-06-08 20:30:39,-43.3002,-65.1023,57.87,43,19,17.0
344,Mitsamiouli,KM,2022-06-08 20:30:39,-11.3847,43.2844,78.87,71,15,6.62
345,Lima,PE,2022-06-08 20:28:04,-12.0432,-77.0282,68.4,76,20,10.36
346,Caravelas,BR,2022-06-08 20:30:40,-17.7125,-39.2481,71.15,84,0,6.24
347,Cassia,BR,2022-06-08 20:30:40,-20.5831,-46.9219,70.29,60,99,3.27
348,Victoria,HK,2022-06-08 20:30:15,22.2855,114.1577,80.65,90,100,7.0
349,Pevek,RU,2022-06-08 20:30:40,69.7008,170.3133,41.72,66,62,0.74
350,Cockburn Town,TC,2022-06-08 20:30:41,21.4612,-71.1419,84.16,70,40,9.22
351,Porto San Giorgio,IT,2022-06-08 20:30:41,43.1827,13.7934,72.0,49,99,5.14
352,Palu,ID,2022-06-08 20:30:41,-0.8917,119.8707,74.68,92,92,2.68
353,Port Shepstone,ZA,2022-06-08 20:30:42,-30.7414,30.455,63.52,83,0,13.09
354,Honningsvag,NO,2022-06-08 20:30:42,70.9821,25.9704,44.35,70,75,19.57
355,Killybegs,IE,2022-06-08 20:30:42,54.6333,-8.45,55.11,88,92,22.37
356,Los Llanos De Aridane,ES,2022-06-08 20:30:42,28.6585,-17.9182,67.75,78,0,16.11
357,Tarakan,ID,2022-06-08 20:30:43,3.3,117.6333,80.74,75,85,1.28
358,Narsaq,GL,2022-06-08 20:30:43,60.9167,-46.05,61.02,65,99,5.46
359,Saint George,US,2022-06-08 20:28:01,37.1041,-113.5841,102.79,14,0,7.0
360,Itoman,JP,2022-06-08 20:30:43,26.1247,127.6694,73.42,88,100,2.3
361,Kroya,ID,2022-06-08 20:30:44,-7.6331,109.2461,76.03,89,95,4.59
362,Pisco,PE,2022-06-08 20:30:18,-13.7,-76.2167,68.05,73,100,8.05
363,Gokak,IN,2022-06-08 20:30:44,16.1667,74.8333,76.55,81,85,7.58
364,Daru,PG,2022-06-08 20:30:44,-9.0763,143.2092,78.33,88,100,11.14
365,Jinji,CN,2022-06-08 20:30:45,23.2281,110.8261,75.22,98,100,0.78
366,Pundaguitan,PH,2022-06-08 20:30:45,6.3711,126.1689,81.28,74,94,5.7
367,Banes,CU,2022-06-08 20:30:45,20.9625,-75.7186,82.87,69,100,6.85
368,Russell,US,2022-06-08 20:30:46,32.3502,-85.1999,88.12,74,40,4.61
369,Lebanon,US,2022-06-08 20:29:50,36.2081,-86.2911,88.18,73,81,7.4
370,Koslan,RU,2022-06-08 20:31:46,63.4564,48.8989,58.84,64,71,5.5
371,Ivanteyevka,RU,2022-06-08 20:31:46,55.9711,37.9208,59.56,74,21,3.31
372,Murray Bridge,AU,2022-06-08 20:30:11,-35.1167,139.2667,53.13,85,53,9.53
373,Port Hardy,CA,2022-06-08 20:31:47,50.6996,-127.4199,59.18,63,75,10.36
374,Kitui,KE,2022-06-08 20:31:47,-1.367,38.0106,60.64,80,50,6.29
375,Pulandian,CN,2022-06-08 20:31:47,39.3953,121.9669,60.31,92,70,3.11
376,Viedma,AR,2022-06-08 20:31:48,-40.8135,-62.9967,58.84,45,36,18.23
377,Sechura,PE,2022-06-08 20:31:48,-5.5569,-80.8222,74.44,60,97,14.36
378,Deputatskiy,RU,2022-06-08 20:31:48,69.3,139.9,39.49,53,3,13.85
379,Diamantino,BR,2022-06-08 20:28:18,-14.4086,-56.4461,84.63,52,98,2.48
380,Mana,GF,2022-06-08 20:31:49,5.6592,-53.7767,79.41,84,99,8.23
381,Bud,US,2022-06-08 20:31:49,39.447,-86.1758,77.83,90,89,15.19
382,Grindavik,IS,2022-06-08 20:29:13,63.8424,-22.4338,53.55,66,75,9.22
383,Aswan,EG,2022-06-08 20:31:49,24.0934,32.907,94.3,15,0,4.61
384,Kariapatti,IN,2022-06-08 20:31:50,9.6751,78.0999,84.72,65,20,3.44
385,Lazaro Cardenas,MX,2022-06-08 20:30:29,17.9583,-102.2,85.26,59,66,11.41
386,Gao,ML,2022-06-08 20:31:50,16.6362,1.637,91.81,17,16,0.76
387,Basco,PH,2022-06-08 20:31:50,20.4487,121.9702,83.73,75,100,9.62
388,Noumea,NC,2022-06-08 20:29:52,-22.2763,166.4572,75.0,99,100,7.78
389,Berlevag,NO,2022-06-08 20:31:51,70.8578,29.0864,46.2,61,0,16.11
390,Santa Cruz Del Sur,CU,2022-06-08 20:31:51,20.7147,-77.9956,84.6,63,100,7.25
391,Karakol,KG,2022-06-08 20:31:51,42.4907,78.3936,54.03,40,37,4.85
392,Pacific Grove,US,2022-06-08 20:31:42,36.6177,-121.9166,82.38,73,0,9.22
393,Santa Marta,CO,2022-06-08 20:31:52,11.2408,-74.199,89.65,62,40,6.91
394,North Bend,US,2022-06-08 20:30:10,43.4065,-124.2243,70.25,84,0,8.05
395,Manta,EC,2022-06-08 20:31:52,-0.95,-80.7333,78.58,69,100,11.5
396,Zavodskoy,RU,2022-06-08 20:31:52,43.4597,132.2922,42.39,93,55,6.71
397,Mayo,US,2022-06-08 20:31:53,38.8876,-76.5119,88.21,61,75,8.05
398,Ukiah,US,2022-06-08 20:30:02,39.1502,-123.2078,85.44,48,0,9.22
399,Tual,ID,2022-06-08 20:31:53,-5.6667,132.75,82.44,75,26,8.5
400,Coquimbo,CL,2022-06-08 20:31:53,-29.9533,-71.3436,58.73,77,20,11.5
401,Laguna,US,2022-06-08 20:31:54,38.421,-121.4238,92.32,32,0,5.75
402,Abha,SA,2022-06-08 20:31:54,18.2164,42.5053,69.62,56,0,0.0
403,Carbondale,US,2022-06-08 20:30:20,37.7273,-89.2168,86.0,61,75,14.97
404,Walvis Bay,NA,2022-06-08 20:31:55,-22.9575,14.5053,74.35,27,0,18.41
405,Ocean City,US,2022-06-08 20:30:05,39.2776,-74.5746,90.01,73,47,5.99
406,Saint-Paul,RE,2022-06-08 20:31:55,-21.0096,55.2707,68.36,80,32,9.86
407,Avila,ES,2022-06-08 20:31:55,40.5833,-5.0,64.65,84,77,6.73
408,Wajima,JP,2022-06-08 20:31:56,37.4,136.9,60.64,83,8,3.91
409,Aitape,PG,2022-06-08 20:31:56,-3.1374,142.3475,76.84,87,88,4.36
410,Cheney,US,2022-06-08 20:31:56,47.4874,-117.5758,73.31,46,100,16.11
411,Partur,IN,2022-06-08 20:31:57,19.6,76.2167,82.98,52,66,13.06
412,Garowe,SO,2022-06-08 20:32:57,8.4054,48.4845,83.3,43,84,16.08
413,Ewa Beach,US,2022-06-08 20:32:57,21.3156,-158.0072,84.15,53,40,13.8
414,Pemba,MZ,2022-06-08 20:32:57,-12.974,40.5178,73.65,79,20,15.84
415,Ulaangom,MN,2022-06-08 20:30:52,49.9811,92.0667,51.42,43,0,3.18
416,Beringovskiy,RU,2022-06-08 20:32:58,63.05,179.3167,37.83,68,4,12.95
417,Cam Ranh,VN,2022-06-08 20:32:58,11.9214,109.1591,76.96,88,20,0.0
418,Grand Gaube,MU,2022-06-08 20:32:58,-20.0064,57.6608,72.0,76,1,4.0
419,Nueva Loja,EC,2022-06-08 20:32:59,0.0847,-76.8828,87.82,62,40,2.3
420,Constantine,DZ,2022-06-08 20:32:59,36.365,6.6147,76.41,38,0,2.3
421,Ballitoville,ZA,2022-06-08 20:32:59,-29.539,31.2144,63.25,94,0,3.44
422,Petropavlovsk-Kamchatskiy,RU,2022-06-08 20:31:12,53.0452,158.6483,45.19,76,75,8.95
423,Micheweni,TZ,2022-06-08 20:33:00,-4.9667,39.8333,78.03,79,89,14.85
424,Artvin,TR,2022-06-08 20:33:00,41.1667,41.8333,62.8,91,88,4.23
425,Altay,CN,2022-06-08 20:33:00,47.8667,88.1167,57.97,61,77,4.63
426,Shahr-E Kord,IR,2022-06-08 20:33:00,32.3256,50.8644,68.09,20,0,3.91
427,Puerto Leguizamo,CO,2022-06-08 20:33:01,-0.1934,-74.7819,83.61,68,50,3.31
428,Yopal,CO,2022-06-08 20:28:55,5.3378,-72.3959,81.84,75,68,7.25
429,Namibe,AO,2022-06-08 20:33:01,-15.1961,12.1522,71.6,60,50,3.11
430,Bata,GQ,2022-06-08 20:33:02,1.8639,9.7658,75.65,85,100,2.8
431,Tezu,IN,2022-06-08 20:33:02,27.9167,96.1667,74.32,94,100,1.52
432,Kindu,CD,2022-06-08 20:33:02,-2.95,25.95,69.31,74,34,0.78
433,Belaya Gora,RU,2022-06-08 20:33:02,68.5333,146.4167,47.75,51,56,10.07
434,Guadalupe,MX,2022-06-08 20:33:03,25.6833,-100.25,105.39,38,0,10.36
435,Gushikawa,JP,2022-06-08 20:33:03,26.3544,127.8686,72.63,94,0,0.0
436,Roald,NO,2022-06-08 20:33:03,62.5833,6.1333,54.0,81,20,16.11
437,Rameswaram,IN,2022-06-08 20:33:04,9.2833,79.3,82.53,83,100,20.11
438,Kawalu,ID,2022-06-08 20:33:04,-7.3817,108.2082,71.33,97,91,1.92
439,Shakawe,BW,2022-06-08 20:33:04,-18.3667,21.85,50.25,28,0,6.13
440,Casas Grandes,MX,2022-06-08 20:33:05,30.3667,-107.95,94.44,13,94,5.55
441,Mpulungu,ZM,2022-06-08 20:33:05,-8.7623,31.1141,67.03,66,100,9.73
442,Ostersund,SE,2022-06-08 20:30:54,63.1792,14.6357,55.62,100,75,4.61
443,Waipawa,NZ,2022-06-08 20:33:05,-41.4122,175.5153,54.81,71,51,14.25
444,Bereda,ES,2022-06-08 20:33:06,43.2686,-7.5406,65.41,99,98,1.72
445,Tucuma,BR,2022-06-08 20:33:06,-0.1833,-50.05,77.99,88,86,5.3
446,Roma,US,2022-06-08 20:31:27,43.2128,-75.4557,75.72,51,0,5.75
447,Ordu,TR,2022-06-08 20:33:06,40.9086,37.6845,57.7,94,30,1.88
448,Saint-Georges,GD,2022-06-08 20:28:42,12.0564,-61.7485,85.68,70,75,19.57
449,Abalak,RU,2022-06-08 20:33:07,58.1286,68.5944,55.35,98,78,9.08
450,Puerto Escondido,MX,2022-06-08 20:33:07,15.85,-97.0667,86.83,58,0,9.22
451,Tromso,NO,2022-06-08 20:33:07,69.6496,18.957,42.82,75,75,11.5
452,Kushima,JP,2022-06-08 20:33:08,31.4583,131.2333,66.94,94,73,3.91
453,Hurghada,EG,2022-06-08 20:33:08,27.2574,33.8129,86.04,30,0,6.91
454,Warwick,US,2022-06-08 20:29:03,41.7001,-71.4162,84.07,51,40,13.8
455,Rosetta,EG,2022-06-08 20:33:08,31.4044,30.4164,74.23,73,0,10.92
456,Morros,BR,2022-06-08 20:33:09,-9.4467,-46.3003,79.2,35,2,0.67
457,Lusambo,CD,2022-06-08 20:33:09,-4.9667,23.45,69.66,49,100,1.72
458,Sokoni,TZ,2022-06-08 20:33:09,-6.4333,39.55,78.66,76,63,17.78
459,Avera,US,2022-06-08 20:34:09,33.194,-82.5271,90.55,41,78,17.81
460,Mont-Dore,NC,2022-06-08 20:34:10,-22.2833,166.5833,67.98,94,100,15.17
461,Bandarbeyla,SO,2022-06-08 20:34:10,9.4942,50.8122,80.49,76,50,17.25
462,Jiangyou,CN,2022-06-08 20:34:10,31.7667,104.7167,71.6,83,100,2.89
463,Nome,US,2022-06-08 20:34:11,64.5011,-165.4064,66.16,61,0,4.61
464,Georgiyevskoye,RU,2022-06-08 20:34:11,58.731,45.024,58.17,71,93,7.4
465,College,US,2022-06-08 20:34:11,64.8569,-147.8028,63.59,39,40,20.71
466,Westport,US,2022-06-08 20:30:58,41.1415,-73.3579,85.17,41,0,11.5
467,Constitucion,CL,2022-06-08 20:33:19,-35.3333,-72.4167,54.93,80,9,7.27
468,Kashi,CN,2022-06-08 20:34:12,39.4547,75.9797,69.01,52,75,15.66
469,Sambava,MG,2022-06-08 20:34:12,-14.2667,50.1667,70.61,86,9,11.9
470,Mao,ES,2022-06-08 20:34:12,39.8885,4.2658,72.16,83,20,4.61
471,Poya,NC,2022-06-08 20:34:13,-21.35,165.15,70.56,94,100,5.88
472,Klyuchi,RU,2022-06-08 20:34:13,52.2667,79.1667,62.96,52,100,16.17
473,Nyurba,RU,2022-06-08 20:34:13,63.2842,118.3319,57.85,84,84,3.2
474,Allapalli,IN,2022-06-08 20:34:14,19.4167,80.0667,92.79,32,75,5.7
475,Kaabong,UG,2022-06-08 20:34:14,3.4836,34.1492,60.17,90,34,2.04
476,Blagoyevo,RU,2022-06-08 20:34:14,63.3667,47.9167,53.67,77,9,4.29
477,Salalah,OM,2022-06-08 20:34:14,17.0151,54.0924,84.29,74,40,3.44
478,Zaraza,VE,2022-06-08 20:34:15,9.3503,-65.3245,87.53,49,67,7.72
479,Buala,SB,2022-06-08 20:34:15,-8.145,159.5921,80.33,81,100,4.43
480,Sabang,ID,2022-06-08 20:34:15,5.8933,95.3214,83.03,76,100,13.69
481,Hofn,IS,2022-06-08 20:34:16,64.2539,-15.2082,48.38,77,98,8.34
482,Srivardhan,IN,2022-06-08 20:34:16,18.0333,73.0167,82.67,80,98,3.38
483,Codrington,AU,2022-06-08 20:34:16,-38.2667,141.9667,52.25,78,100,18.86
484,Zabid,YE,2022-06-08 20:34:17,14.1951,43.3152,89.35,40,95,5.35
485,Aklavik,CA,2022-06-08 20:34:17,68.2191,-135.0107,39.22,68,100,11.74
486,Atambua,ID,2022-06-08 20:34:17,-9.1061,124.8925,72.61,89,70,5.44
487,Erenhot,CN,2022-06-08 20:34:18,43.6475,111.9767,63.32,38,100,23.71
488,Dwarka,IN,2022-06-08 20:34:18,22.2394,68.9678,83.37,82,11,17.92
489,Salinas,US,2022-06-08 20:34:18,36.6777,-121.6555,88.56,60,0,16.11
490,Mekhe,SN,2022-06-08 20:34:18,15.1097,-16.6218,77.95,76,85,13.53
491,Gelemso,ET,2022-06-08 20:34:19,8.8167,40.5167,59.04,90,87,6.38
492,Najran,SA,2022-06-08 20:34:19,17.4924,44.1277,81.25,17,100,1.7
493,Bardiyah,LY,2022-06-08 20:34:19,31.7561,25.0865,74.41,79,0,10.76
494,Moyeuvre-Grande,FR,2022-06-08 20:34:20,49.2517,6.0475,59.92,92,100,1.99
495,Murwara,IN,2022-06-08 20:34:20,23.85,80.4,94.39,17,87,1.86
496,Riyadh,SA,2022-06-08 20:30:59,24.6877,46.7219,96.94,8,0,6.51
497,Sananduva,BR,2022-06-08 20:34:20,-27.9497,-51.8067,60.06,77,91,1.12
498,General Pico,AR,2022-06-08 20:34:21,-35.6566,-63.7568,60.46,44,6,6.08
499,Pangnirtung,CA,2022-06-08 20:34:21,66.1451,-65.7125,42.8,70,40,20.71
500,Hua Hin,TH,2022-06-08 20:34:21,12.5707,99.9588,79.07,80,99,5.91
501,Blackwater,AU,2022-06-08 20:34:22,-23.5833,148.8833,44.74,72,36,9.42
502,Egra,CZ,2022-06-08 20:34:22,50.0796,12.3739,62.91,88,99,5.08
503,Pringsewu,ID,2022-06-08 20:34:22,-5.3582,104.9744,73.51,96,100,1.45
504,Brae,GB,2022-06-08 20:34:22,60.3964,-1.353,49.57,85,100,18.66
505,Shelburne,CA,2022-06-08 20:33:05,44.0787,-80.2041,68.13,67,100,0.49
506,Jampur,PK,2022-06-08 20:35:23,29.6441,70.5954,95.65,9,1,12.57
507,Dudinka,RU,2022-06-08 20:35:23,69.4058,86.1778,38.62,75,83,4.21
508,Tautira,PF,2022-06-08 20:35:23,-17.7333,-149.15,78.71,77,26,11.65
509,Pacifica,US,2022-06-08 20:35:24,37.6138,-122.4869,82.24,80,75,19.57
510,Marsabit,KE,2022-06-08 20:32:52,2.3284,37.9899,67.51,56,52,20.69
511,Pangkalanbuun,ID,2022-06-08 20:35:24,-2.6833,111.6167,73.42,98,86,1.45
512,Port Macquarie,AU,2022-06-08 20:35:11,-31.4333,152.9167,39.88,77,0,7.34
513,Palana,RU,2022-06-08 20:35:24,59.1167,159.9667,44.87,70,100,4.76
514,Banda Aceh,ID,2022-06-08 20:35:25,5.5577,95.3222,80.26,82,100,9.37
515,Orumiyeh,IR,2022-06-08 20:34:33,37.5527,45.0761,67.55,42,0,11.5
516,Nago,JP,2022-06-08 20:35:25,26.5881,127.9761,72.03,88,100,3.11
517,Zhangye,CN,2022-06-08 20:35:25,38.9342,100.4517,68.25,25,99,4.59
518,Lago Da Pedra,BR,2022-06-08 20:35:26,-4.3333,-45.1667,74.93,93,95,2.39
519,Harper,LR,2022-06-08 20:35:26,4.375,-7.7169,78.67,75,4,7.49
520,Tevaitoa,PF,2022-06-08 20:35:26,-16.7833,-151.5,79.95,75,19,10.4
521,Kralendijk,BQ,2022-06-08 20:35:26,12.15,-68.2667,85.98,70,75,19.57
522,Anadyr,RU,2022-06-08 20:35:27,64.75,177.4833,45.1,52,0,6.71
523,Karcag,HU,2022-06-08 20:35:27,47.3167,20.9333,66.16,75,39,4.21
524,Alyangula,AU,2022-06-08 20:35:27,-13.8483,136.4192,73.85,58,96,19.95
525,Visby,SE,2022-06-08 20:31:00,57.6409,18.296,55.62,82,48,11.5
526,Livani,LV,2022-06-08 20:35:28,56.3543,26.1758,57.54,99,100,4.56
527,Puerto Cabello,VE,2022-06-08 20:35:28,10.4731,-68.0125,79.74,83,24,12.01
528,Chippewa Falls,US,2022-06-08 20:35:08,44.9369,-91.3929,69.98,72,100,5.75
529,Mareeba,AU,2022-06-08 20:35:28,-17.0,145.4333,66.92,96,100,2.77
530,Aldan,RU,2022-06-08 20:35:29,58.6031,125.3894,59.92,64,48,1.34
531,Kirkenes,NO,2022-06-08 20:35:29,69.7271,30.0458,50.22,49,0,4.61
532,Gilbues,BR,2022-06-08 20:35:29,-9.8317,-45.3439,79.68,35,0,2.37
533,Amapa,BR,2022-06-08 20:35:30,1.0,-52.0,75.36,97,100,2.04
534,Paredon,MX,2022-06-08 20:35:30,16.0333,-93.8667,84.15,72,93,8.52
535,Awbari,LY,2022-06-08 20:35:30,26.5921,12.7805,91.49,13,8,9.08
536,Kurumkan,RU,2022-06-08 20:35:30,54.3,110.3,47.93,93,70,0.09
537,Vila,PT,2022-06-08 20:35:31,42.0304,-8.1588,56.7,89,94,2.24
538,Port Blair,IN,2022-06-08 20:33:16,11.6667,92.75,78.84,94,100,2.3
539,Half Moon Bay,US,2022-06-08 20:35:31,37.4636,-122.4286,84.88,76,75,19.57
540,Werota,ET,2022-06-08 20:35:31,11.9167,37.7,66.74,79,70,7.92
541,Bathsheba,BB,2022-06-08 20:35:32,13.2167,-59.5167,86.61,70,40,20.71
542,Homer,US,2022-06-08 20:35:32,59.6425,-151.5483,56.77,76,75,4.0
543,Celestun,MX,2022-06-08 20:35:32,20.8667,-90.4,88.48,64,100,13.47
544,Ust-Nera,RU,2022-06-08 20:35:33,64.5667,143.2,49.57,48,46,7.23
545,Tigil,RU,2022-06-08 20:35:33,57.8,158.6667,50.59,72,91,5.57
546,Veseloyarsk,RU,2022-06-08 20:35:33,51.2836,81.1056,55.47,58,39,7.85
547,Saint-Marc-Des-Carrieres,CA,2022-06-08 20:35:34,46.6834,-72.0491,64.47,88,85,9.22
